title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"ADTEST: a test data generation suite for Ada software systems";"M.J. Gallagher|V. Lakshmi Narasimhan";"Sch. of Inf. Technol., Queensland Univ., Qld., Australia|Sch. of Inf. Technol., Queensland Univ., Qld., Australia";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"66";"175";"Software testing|System testing|Software systems|Software design|Instruments|Optimization methods|Character generation|Inspection|Software tools|Production";"abstract data types|program testing|Ada|software tools|optimisation";"test coverage|ADTEST|software test data generation suite|Ada83 software systems|numerical optimization|symbolic execution systems|program instrumentation|path constraints|integer data type|real data type|nonnumerical discrete types|characters|enumerated types";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=624304";"TOSE"
"Reply to: 'Property-based software engineering measurement'";"H. Zuse";"Fachbereich Inf., Tech. Univ. Berlin, Germany";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"8";"102";"Software engineering|Software measurement|Additives|Size measurement|Software metrics|Lab-on-a-chip";"software metrics";"software metrics|property-based software engineering measurement|measurement-theoretic approach|additive software complexity measures|extensive structure|empirical properties|software measures|meaningfulness|scale levels|Weyuker properties|scale types";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=624309";"TOSE"
"A model for software development effort and cost estimation";"K. Pillai|V.S. Sukumaran Nair";"Dept. of Comput. Sci. & Eng., Southern Methodist Univ., Dallas, TX, USA|Dept. of Comput. Sci. & Eng., Southern Methodist Univ., Dallas, TX, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"77";"897";"Programming|Mathematical model|Predictive models|Cost function|Software algorithms|Hardware|Performance analysis|Analytical models|Art|Data analysis";"project management|software development management|software cost estimation";"Gamma model|software development effort|software cost estimation|algorithmic models|project completion time prediction|advance planning|SLIM model|software lifecycle management model|manpower requirements|Norden/Rayleigh curve|initial project phases|fast manpower buildup|model performance|software development time";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=624305";"TOSE"
"Semantics guided regression test cost reduction";"D. Binkley";"Dept. of Comput. Sci., Loyola Coll., Baltimore, MD, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"95";"252";"Costs|Automatic testing|Software testing|Software debugging|Software maintenance|Software tools|Computer Society|Software prototyping|Prototypes|Software engineering";"software cost estimation|program testing|software maintenance|subroutines";"program statement executions|semantics-guided regression test cost reduction|software maintenance|modified program retesting|old test cases|semantic change|program differences|certified program|program slices|common execution patterns|procedure calls|calling context slice|interprocedural slice|program components";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=624306";"TOSE"
"On parallelization of static scheduling algorithms";"M.-Y. Wu|W. Shu";"Dept. of Electr. & Comput. Eng., Central Florida Univ., Orlando, FL, USA|Dept. of Electr. & Comput. Eng., Central Florida Univ., Orlando, FL, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"3";"85";"Scheduling algorithm|Processor scheduling|Parallel algorithms|Concurrent computing|Performance evaluation|NP-complete problem|Scalability|Costs|Computational efficiency";"software performance evaluation|processor scheduling|parallel algorithms|parallel programming|data flow graphs";"modified critical-path algorithm|static scheduling algorithms|algorithm parallelization|parallel program scheduling|macro dataflow graphs|parallel scheduling algorithms|Intel Paragon machine|performance evaluation";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=624307";"TOSE"
"On the statistical analysis of the number of errors remaining in a software design document after inspection";"N.B. Ebrahimi";"Div. of Stat., Northern Illinois Univ., DeKalb, IL, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"26";"134";"Statistical analysis|Software design|Software systems|Smoothing methods|Software engineering|Programming|Fault detection|Inspection|Parameter estimation|Phase estimation";"inspection|system documentation|systems analysis|statistical analysis|coding errors";"undiscovered faults|statistical analysis|remaining errors|software design document|inspection|complex software systems|system failure|software fault estimation|requirements stage|software design stage|software development process|document review|reviewer independence|likelihood function|confidence interval|Chi-squared distribution|nonparametric estimation|smoothing parameter";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=624308";"TOSE"
"The Compositional Security Checker: a tool for the verification of information flow security properties";"R. Focardi|R. Gorrieri";"Dipt. di Matematica Appl. e Inf, Univ. ca Foscari di Venezia, Mestre, Italy|Dipt. di Matematica Appl. e Inf, Univ. ca Foscari di Venezia, Mestre, Italy";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"72";"260";"Information security|Access control|Invasive software|Access protocols|Communication system control|Control systems|Computer security|Multilevel systems|Algebra|Concurrent computing";"security of data|program verification|algebraic specification|specification languages|process algebra|data privacy|computer networks|protocols|authorisation";"Compositional Security Checker|verification tool|information flow security properties|CoSeC|semantic-based tool|specifications|Security Process Algebra|specification language|concurrent systems|data confidentiality|noninterference|Concurrency Workbench|access-monitor|network security|communication protocol";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=629493";"TOSE"
"Comment on 'A pre-run-time scheduling algorithm for hard real-time systems'";"T.F. Abdelzaher|K.G. Shin";"Real-Time Comput. Lab., Michigan Univ., Ann Arbor, MI, USA|Real-Time Comput. Lab., Michigan Univ., Ann Arbor, MI, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"4";"44";"Scheduling algorithm|Real time systems|Processor scheduling|Runtime|Application software|Timing|Stochastic processes|Computational modeling|Costs|Software maintenance";"minimisation|processor scheduling|parallel algorithms|real-time systems|tree searching|multiprocessing systems";"deadline|pre-run-time scheduling algorithm|hard real-time systems|branch-and-bound implicit enumeration algorithm|processor scheduling|multiprocessing node|optimization|process lateness minimization|process completion time";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=629495";"TOSE"
"An empirical study of software reuse with special attention to Ada";" Nam-Yong Lee|C.R. Litecky";"Inf. Syst. Directorate, Korea Inst. for Defense Inf. Syst., Seoul, South Korea|Inf. Syst. Directorate, Korea Inst. for Defense Inf. Syst., Seoul, South Korea";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"24";"269";"Programming|Software metrics|Software tools|Humans|Software engineering|Regression analysis|Government|Computer industry|Software standards|Standards development";"software tools|Ada|object-oriented languages|object-oriented programming|software reusability|software metrics";"multiple regression analysis|software reuse|Ada|software crisis|organizations|measurement|literature|domain capability|human factors|software tool|software metrics|software environment|software development effort|object-oriented design|repository development|factor analysis";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=629492";"TOSE"
"Specification of realtime systems using ASTRAL";"A. Coen-Porisini|C. Ghezzi|R.A. Kemmerer";"Dipartimento di Elettronica, Politecnico di Milano, Italy|Dipartimento di Elettronica, Politecnico di Milano, Italy|Dipartimento di Elettronica, Politecnico di Milano, Italy";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"26";"55";"Formal specifications|Programming|Application software|Aerospace electronics|Testing|Specification languages|Telephony|Logic|Timing|Aircraft";"finite state machines|formal specification|specification languages|real-time systems|telephony|telecommunication computing|program verification|temporal logic";"temporal logic|real-time systems specification|ASTRAL|formal specification language|formal software development|structuring mechanisms|modularized specifications|complex systems|state machine specifications|global specification|telephony|program verification";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=629494";"TOSE"
"Structuring communication software for quality-of-service guarantees";"A. Mehra|A. Indiresan|K.G. Shin";"IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA|IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA|IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"16";"70";"Software quality|Quality of service|Computer architecture|Resource management|Admission control|Communication system traffic control|Protection|Protocols|Hardware|Traffic control";"resource allocation|computer communications software|real-time systems|software quality|packet switching|telecommunication congestion control";"configurable policies|communication software structuring|quality of service guarantees|architectural mechanisms|QoS guarantees|QoS sensitive communication subsystem architecture|real time communication support|generic network hardware|communication resource management|admission control|traffic enforcement|overload protection|real time channels|real time communication services|packet switched networks|channel model|channel handler|handler execution|cooperative preemption|higher priority handler|well defined preemption points";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=637145";"TOSE"
"A multiframe model for real-time tasks";"A.K. Mok|D. Chen";"Dept. of Comput. Sci., Texas Univ., Austin, TX, USA|Dept. of Comput. Sci., Texas Univ., Austin, TX, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"87";"253";"Processor scheduling|Scheduling algorithm|Vehicles|Computational modeling|Adaptive scheduling|Timing";"computational complexity|real-time systems|scheduling|multiprogramming";"utilization bound|execution time|real time tasks|periodic task model|worst case execution time bound|multiframe real time task model|schedulability problem|preemptive fixed priority scheduling policy";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=637146";"TOSE"
"Clock trees: logical clocks for programs with nested parallelism";"K. Audenaert";"Univ. of Gent-ELIS, Belgium";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"13";"98";"Clocks|Recycling|Timing|Fault detection|Tree data structures|Runtime|Concurrent computing|Parallel processing|Labeling|Parallel programming";"tree data structures|parallel programming|computational complexity|clocks|trees (mathematics)";"serialization bottleneck|logical clocks|nested parallelism|vector clock|run time concurrency information|parallel programs|nested fork join parallelism|timestamping methods|tree structure|clock tree method|variable parallelism|task identifier reuse|task recycling|worst case space requirements";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=637147";"TOSE"
