title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"Workshop on Applications of Human Error Research to Improve Software Engineering (WAHESE 2015)";"Gursimran S. Walia|Jeffrey C. Caver|Gary Bradshaw";"||";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"0";"52";"Conferences|Psychology|Software engineering|Software quality|Taxonomy|Accidents";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7203157";"ICSE"
"6th International Workshop on Emerging Trends in Software Metrics (WETSoM 2015)";"Steve Counsell|Aaron Visaggio|Roberto Tonelli|Ewan Tempero";"|||";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"0";"55";"Software|Software metrics|Conferences|Software engineering|Market research|Complex networks";"";"";"Software Quality|Software Metrics";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7203158";"ICSE"
"Software Engineering in Ferrari F1";"Claudio Silenzi";"Scuderia, Ferrari, Italy";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"1";"105";"Software|Hardware|Software engineering|Conferences|Biographies|Inverters|Batteries";"software engineering";"electronic control units|software engineering|Ferrari F1|software development|hardware development|in-season development";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194555";"ICSE"
"Mining the Metadata -- and Its Consequences";"Susan Landau";"Worcester Polytech. Inst., Worcester, MA, USA";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"1";"121";"Metadata|Privacy|Security|Surveillance|Data privacy|Law";"ubiquitous computing|data mining|data privacy|Internet|invasive software|meta data";"metadata ubiquity|metadata mining|phone call|IP address|Internet connection|ubiquitous computing|transactional information|malware|malfeasance";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194556";"ICSE"
"Views on Internal and External Validity in Empirical Software Engineering";"Janet Siegmund|Norbert Siegmund|Sven Apel";"Univ. of Passau, Passau, Germany|Univ. of Passau, Passau, Germany|Univ. of Passau, Passau, Germany";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"26";"373";"Software engineering|Guidelines|Bibliographies|Computer languages|Context|Standards|History";"software engineering";"empirical research|external validity|internal validity|software engineering";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194557";"ICSE"
"Developing and Evaluating Software Engineering Process Theories";"Paul Ralph";"Dept. of Comput. Sci., Univ. of Auckland, Auckland, New Zealand";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"3";"233";"Context|Software engineering|Sociology|Statistics|Encoding|Software design";"software engineering";"empirical software evaluation|software engineering process theories|software artifacts";"field study|Research methodology|process theory|questionnaire|case study";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194558";"ICSE"
"Automated Data Structure Generation: Refuting Common Wisdom";"Kyle Dewey|Lawton Nichols|Ben Hardekopf";"Univ. of California, Santa Barbara, Santa Barbara, CA, USA|Univ. of California, Santa Barbara, Santa Barbara, CA, USA|Univ. of California, Santa Barbara, Santa Barbara, CA, USA";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"0";"90";"Data structures|Java|Usability|Engines|Search problems|Semantics|Generators";"data structures|constraint handling";"UDITA|automated data structure generation|common wisdom|constraint logic programming|CLP|Korat";"Data Structure Generation|Constraint Logic Programming";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194559";"ICSE"
"Automated Modularization of GUI Test Cases";"Rahulkrishna Yandrapally|Giriprasad Sridhara|Saurabh Sinha";"IBM Res., Bangalore, India|IBM Res., Bangalore, India|IBM Res., Bangalore, India";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"1";"174";"Graphical user interfaces|Navigation|HTML|Maintenance engineering|Registers|Partitioning algorithms";"program testing|graphical user interfaces";"open-source applications|GUI test case modularization|graphical user interface|application user interface|test case analysis|candidate subroutines|test steps partitioning|user-interface elements|callable subroutines|context-specific data|control parameters";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194560";"ICSE"
"Making System User Interactive Tests Repeatable: When and What Should We Control?";"Zebao Gao|Yalan Liang|Myra B. Cohen|Atif M. Memon|Zhen Wang";"Dept. of Comput. Sci., Univ. of Maryland, College Park, MD, USA|Dept. of Comput. Sci. &amp; Eng., Univ. of Nebraska-Lincoln, Lincoln, NE, USA|Dept. of Comput. Sci. &amp; Eng., Univ. of Nebraska-Lincoln, Lincoln, NE, USA|Dept. of Comput. Sci., Univ. of Maryland, College Park, MD, USA|Dept. of Comput. Sci. &amp; Eng., Univ. of Nebraska-Lincoln, Lincoln, NE, USA";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"4";"150";"Testing|Entropy|Graphical user interfaces|Java|Delays|Operating systems";"software fault tolerance|graphical user interfaces|operating systems (computers)|program testing|public domain software";"GUI|user interactive application testing|code coverage|fault detection|open source application|operating system platform|graphical user interface";"software testing; experimentation; benchmarking; graphical user interfaces";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194561";"ICSE"
"ZoomIn: Discovering Failures by Detecting Wrong Assertions";"Fabrizio Pastore|Leonardo Mariani";"Centre For Security, Reliability &amp; Trust, Univ. of Luxembourg, Luxembourg, Luxembourg|Dept. of Inf., Syst. &amp; Commun., Univ. of Milano - Bicocca, Milan, Italy";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"1";"109";"Manuals|Generators|Inspection|Data mining|Computer crashes|Encoding|Law";"software fault tolerance|program testing";"EvoSuite|ZoomIn|failure discovery|wrong assertion detection|automatic testing|synthesized assertions|fault-revealing capability|test case generation|Apache Commons Math library";"anomaly detection|oracle problem|oracle generation";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194562";"ICSE"
"Composite Constant Propagation: Application to Android Inter-Component Communication Analysis";"Damien Octeau|Daniel Luchaup|Matthew Dering|Somesh Jha|Patrick McDaniel";"Dept. of Comput. Sci., Univ. of Wisconsin, Madison, WI, USA|Dept. of Comput. Sci., Univ. of Wisconsin, Madison, WI, USA|Dept. of Comput. Sci. &amp; Eng., Pennsylvania State Univ., University Park, PA, USA|Dept. of Comput. Sci., Univ. of Wisconsin, Madison, WI, USA|Dept. of Comput. Sci. &amp; Eng., Pennsylvania State Univ., University Park, PA, USA";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"23";"192";"Coal|Androids|Humanoid robots|Data models|Analytical models|Computational modeling|Correlation";"smart phones|mobile computing|program diagnostics";"declarative language|composite constant propagation|Android application|intercomponent communication analysis|ICC|program analysis|COAL solver";"Android ICC|inter-component communication|composite constant|constant propagation|Android|Android IPC";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194563";"ICSE"
"Static Control-Flow Analysis of User-Driven Callbacks in Android Applications";"Shengqian Yang|Dacong Yan|Haowei Wu|Yan Wang|Atanas Rountev";"||||";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"31";"386";"Context|Graphical user interfaces|Smart phones|Algorithm design and analysis|Androids|Humanoid robots|Analytical models";"smart phones|data flow analysis|graphical user interfaces|mobile computing";"GUI|static control-flow analysis|user-driven callback sequence|Android application|static program analysis|program representation|context-sensitive static analysis|client analysis";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194564";"ICSE"
"Truth in Advertising: The Hidden Cost of Mobile Ads for Software Developers";"Jiaping Gui|Stuart Mcilroy|Meiyappan Nagappan|William G. J. Halfond";"Univ. of Southern California, Los Angeles, CA, USA|Queen's Univ., Kingston, ON, Canada|Rochester Inst. of Technol., Rochester, NY, USA|Univ. of Southern California, Los Angeles, CA, USA";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"21";"240";"Mobile communication|Energy consumption|Advertising|Mobile handsets|Performance evaluation|Instruments";"software engineering|advertising data processing|mobile computing|smart phones";"Android app|mobile advertising|software developer|free app distribution model";"mobile devices|Mobile advertisements";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194565";"ICSE"
"Interactive Code Review for Systematic Changes";"Tianyi Zhang|Myoungkyu Song|Joseph Pinedo|Miryung Kim";"Univ. of California, Los Angeles, Los Angeles, CA, USA|Univ. of Texas at Austin, Austin, TX, USA|Univ. of Texas at Austin, Austin, TX, USA|Univ. of California, Los Angeles, Los Angeles, CA, USA";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"12";"180";"Systematics|Context|Switches|Interviews|Software|Syntactics|Data mining";"source code (software)|software engineering|software reviews";"Critics|peer code review|software development|systematic change|interactive code review";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194566";"ICSE"
"Automated Decomposition of Build Targets";"Mohsen Vakilian|Raluca Sauciuc|J. David Morgenthaler|Vahab Mirrokni";"Google Inc., Mountain View, CA, USA|Google Inc., Mountain View, CA, USA|Google Inc., Mountain View, CA, USA|Google Inc., Mountain View, CA, USA";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"3";"109";"Google|Java|Libraries|Servers|Software|Target tracking|Greedy algorithms";"software libraries|graph theory|greedy algorithms|Java|program testing";"total execution time|automated build target decomposition|software artifact|underutilized targets|dependency problem|Google|modular code|build trigger|test trigger|manual target decomposition|NP-hard problem|greedy algorithm|iterative unification|strongly-connected components|Java library targets";"empirical|software evolution|refactoring|build|modularity|regression testing|continuous integration";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194567";"ICSE"
"Helping Developers Help Themselves: Automatic Decomposition of Code Review Changesets";"Mike Barnett|Christian Bird|Jo&#x00E3;o Brunet|Shuvendu K. Lahiri";"Microsoft Res., Redmond, WA, USA|Microsoft Res., Redmond, WA, USA|Fed. Univ. of Campina Grande, Campina Grande, Brazil|Microsoft Res., Redmond, WA, USA";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"20";"258";"Prototypes|Histograms|Quality assurance|Manuals|Software|Computer bugs|Standards";"source code (software)|software quality|software reviews";"automatic decomposition technique|software development|code review changeset|quality assurance|CLUSTERCHANGES";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194568";"ICSE"
"Data-Delineation in Software Binaries and its Application to Buffer-Overrun Discovery";"Denis Gopan|Evan Driscoll|Ducson Nguyen|Dimitri Naydich|Alexey Loginov|David Melski";"GrammaTech, Inc., Madison, WI, USA|GrammaTech, Inc., Madison, WI, USA|GrammaTech, Inc., Ithaca, NY, USA|GrammaTech, Inc., Ithaca, NY, USA|GrammaTech, Inc., Ithaca, NY, USA|GrammaTech, Inc., Ithaca, NY, USA";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"1";"79";"Registers|Layout|Benchmark testing|Approximation methods|Libraries|Accuracy|Optimization";"software tools|program diagnostics|security of data";"data delineation analysis|software security|CodeSonar/x86|defect-detection tool|static analysis|memory-safety violation detection|buffer-overrun discovery|software binary|DDA";"buffer overrun detection|reverse engineering|data delineation|binary analysis|static analysis";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194569";"ICSE"
"Measuring Software Redundancy";"Antonio Carzaniga|Andrea Mattavelli|Mauro Pezz&#x00E8;";"Univ. della Svizzera italiana (USI), Lugano, Switzerland|Univ. della Svizzera italiana (USI), Lugano, Switzerland|Univ. della Svizzera italiana (USI), Lugano, Switzerland";"Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on";"2015";"Conference Publication";"5";"184";"Redundancy|Software|Software measurement|Semantics|Atmospheric measurements|Particle measurements";"software reliability";"high-level algorithmic redundancy|software redundancy measurement|software reliability|low-level code redundancy";"execution diversity|Software redundancy|functional equivalence";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194570";"ICSE"
